second,idle_count,walking_count,total_count
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,3,0,3
9,3,0,3
10,4,0,4
11,4,0,4
12,4,0,4
13,5,0,5
14,6,0,6
15,6,0,6
16,6,0,6
17,7,0,7
18,7,0,7
19,7,0,7
20,7,0,7
21,7,0,7
22,7,0,7
23,7,0,7
24,8,0,8
25,8,0,8
26,8,0,8
27,8,0,8
28,8,0,8
29,8,0,8
30,8,0,8
31,8,0,8
32,8,0,8
33,8,0,8
34,8,0,8
35,8,0,8
36,8,0,8
37,8,0,8
38,8,0,8
39,8,0,8
40,8,0,8
41,8,0,8
42,8,0,8
43,8,0,8
44,8,0,8
45,8,0,8
46,9,0,9
47,9,0,9
48,9,0,9
49,9,0,9
50,9,0,9
51,10,0,10
52,10,0,10
53,11,0,11
54,11,0,11
55,11,0,11
56,11,0,11
57,11,0,11
58,11,0,11
59,11,0,11
60,11,0,11
61,11,0,11
62,11,0,11
63,11,0,11
64,11,0,11
65,11,0,11
66,11,0,11
67,11,0,11
68,11,0,11
69,11,0,11
70,11,0,11
71,11,0,11
72,11,0,11
73,11,0,11
74,11,0,11
75,11,0,11
76,11,0,11
77,11,0,11
78,11,0,11
79,11,0,11
80,11,0,11
81,11,0,11
82,11,0,11
83,11,0,11
84,11,0,11
85,11,0,11
86,11,0,11
87,11,0,11
88,11,0,11
89,11,0,11
90,11,0,11
91,11,0,11
92,11,0,11
93,11,0,11
94,11,0,11
95,11,0,11
96,11,0,11
97,11,0,11
98,11,0,11
99,11,0,11
100,11,0,11
101,11,0,11
102,11,0,11
103,11,0,11
104,12,0,12
105,11,0,11
106,11,0,11
107,11,0,11
108,11,0,11
109,11,0,11
110,11,0,11
111,12,0,12
112,12,0,12
113,12,0,12
114,12,0,12
115,12,0,12
116,13,0,13
117,13,0,13
118,13,0,13
119,13,0,13
120,13,0,13
121,13,0,13
122,13,0,13
123,13,0,13
124,13,0,13
125,13,0,13
126,13,0,13
127,13,0,13
128,13,0,13
129,13,0,13
130,13,0,13
131,13,0,13
132,13,0,13
133,12,0,12
134,11,0,11
135,11,0,11
136,11,0,11
137,11,0,11
138,11,0,11
139,11,0,11
140,11,0,11
141,11,0,11
142,11,0,11
143,13,0,13
144,12,0,12
145,12,0,12
146,12,0,12
147,12,0,12
148,12,0,12
149,12,0,12
150,12,0,12
151,12,0,12
152,12,0,12
153,12,0,12
154,12,0,12
155,12,0,12
156,12,0,12
157,12,0,12
158,12,0,12
159,12,0,12
160,12,0,12
161,12,0,12
162,12,0,12
163,12,0,12
164,12,0,12
165,11,0,11
166,11,0,11
167,11,0,11
168,11,0,11
169,11,0,11
170,12,0,12
171,12,0,12
172,12,0,12
173,12,0,12
174,12,0,12
175,12,0,12
176,12,0,12
177,12,0,12
178,12,0,12
179,12,0,12
180,12,0,12
181,12,0,12
182,12,0,12
183,12,0,12
184,12,0,12
185,12,0,12
186,12,0,12
187,12,0,12
188,12,0,12
189,12,0,12
190,12,0,12
191,12,0,12
192,12,0,12
193,12,0,12
194,12,0,12
195,12,0,12
196,12,0,12
197,12,0,12
198,12,0,12
199,12,0,12
200,12,0,12
201,12,0,12
202,12,0,12
203,13,0,13
204,13,0,13
205,13,0,13
206,13,0,13
207,14,0,14
208,14,0,14
209,14,0,14
210,14,0,14
211,14,0,14
212,14,0,14
213,14,0,14
214,14,0,14
215,14,0,14
216,14,0,14
217,14,0,14
218,14,0,14
219,14,0,14
220,14,0,14
221,14,0,14
222,13,0,13
223,13,0,13
224,13,0,13
225,13,0,13
226,13,0,13
227,13,0,13
228,13,0,13
229,13,0,13
230,13,0,13
231,13,0,13
232,13,0,13
