second,idle_count,walking_count,total_count
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,2,0,2
26,2,0,2
27,2,1,3
28,2,1,3
29,2,1,3
30,2,1,3
31,2,1,3
32,2,1,3
33,2,1,3
34,2,1,3
35,2,1,3
36,2,1,3
37,2,1,3
38,2,1,3
39,2,1,3
40,2,1,3
41,2,1,3
42,2,1,3
43,3,1,4
44,3,1,4
45,3,1,4
46,3,1,4
47,3,1,4
48,3,1,4
49,3,1,4
50,3,1,4
51,3,1,4
52,3,1,4
53,3,1,4
54,3,1,4
55,3,1,4
56,3,1,4
57,3,1,4
58,3,1,4
59,3,1,4
60,3,1,4
61,3,1,4
62,3,1,4
63,3,1,4
64,3,1,4
65,3,1,4
66,3,1,4
67,3,1,4
68,3,1,4
69,3,1,4
70,3,1,4
71,3,1,4
72,3,1,4
73,3,1,4
74,3,1,4
75,4,0,4
76,4,0,4
77,4,0,4
78,3,0,3
79,3,0,3
80,3,0,3
81,3,0,3
82,3,0,3
83,3,0,3
84,3,0,3
85,3,0,3
86,3,0,3
87,3,0,3
88,3,0,3
89,3,0,3
90,3,0,3
91,3,0,3
92,3,0,3
93,3,0,3
94,3,0,3
95,3,0,3
96,3,0,3
97,3,0,3
98,3,0,3
99,3,0,3
100,3,0,3
101,3,0,3
102,4,0,4
103,4,0,4
104,4,0,4
105,4,0,4
106,4,0,4
107,4,0,4
108,4,0,4
109,4,0,4
110,4,0,4
111,4,0,4
112,4,0,4
113,4,0,4
114,5,0,5
115,5,0,5
116,5,0,5
117,5,0,5
118,5,0,5
119,5,0,5
120,5,0,5
121,5,0,5
122,5,0,5
123,5,0,5
124,5,0,5
125,5,0,5
126,5,0,5
127,5,0,5
128,5,0,5
129,5,0,5
130,5,0,5
131,5,0,5
132,4,0,4
133,4,0,4
134,4,0,4
135,4,0,4
136,4,0,4
137,4,0,4
138,4,0,4
139,4,0,4
140,4,0,4
141,4,0,4
142,4,0,4
143,4,0,4
144,4,0,4
145,4,0,4
146,4,0,4
147,4,0,4
148,4,0,4
149,4,0,4
150,3,0,3
151,3,0,3
152,3,0,3
153,3,0,3
154,3,0,3
155,3,0,3
156,3,0,3
157,3,0,3
158,3,0,3
159,3,0,3
160,3,0,3
161,3,0,3
162,3,0,3
163,3,0,3
164,3,0,3
165,3,0,3
166,3,0,3
167,3,0,3
168,3,0,3
169,2,0,2
170,2,0,2
171,2,0,2
172,2,0,2
173,2,0,2
174,2,0,2
175,2,0,2
176,2,0,2
177,2,0,2
178,2,0,2
179,2,0,2
180,2,0,2
181,2,0,2
182,2,0,2
183,2,0,2
184,2,0,2
185,2,0,2
186,2,0,2
187,2,0,2
188,2,0,2
189,2,0,2
190,2,0,2
191,2,0,2
192,2,0,2
193,2,0,2
194,2,0,2
195,2,0,2
196,2,0,2
197,2,0,2
198,2,0,2
199,2,0,2
200,2,0,2
201,2,0,2
202,2,0,2
203,2,0,2
204,2,0,2
205,2,0,2
206,2,0,2
207,2,0,2
208,2,0,2
209,2,0,2
210,2,0,2
211,2,0,2
212,2,0,2
213,2,0,2
214,2,0,2
215,2,0,2
216,2,0,2
217,2,0,2
218,2,0,2
219,2,0,2
220,2,0,2
221,2,0,2
222,2,0,2
223,2,0,2
224,2,0,2
225,2,0,2
226,2,0,2
227,2,0,2
228,2,0,2
229,2,0,2
230,2,0,2
231,2,0,2
232,2,0,2
