second,idle_count,walking_count,total_count
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,2,0,2
9,3,0,3
10,4,0,4
11,4,0,4
12,4,0,4
13,5,0,5
14,5,0,5
15,5,0,5
16,5,0,5
17,5,0,5
18,5,0,5
19,5,0,5
20,5,0,5
21,5,0,5
22,5,0,5
23,6,0,6
24,6,0,6
25,6,0,6
26,6,0,6
27,6,0,6
28,6,0,6
29,6,0,6
30,6,0,6
31,6,0,6
32,6,0,6
33,6,0,6
34,7,0,7
35,7,0,7
36,7,0,7
37,7,0,7
38,7,0,7
39,7,0,7
40,7,0,7
41,8,0,8
42,8,0,8
43,8,0,8
44,8,0,8
45,7,0,7
46,7,0,7
47,7,0,7
48,8,0,8
49,8,0,8
50,8,0,8
51,9,0,9
52,9,0,9
53,9,0,9
54,9,0,9
55,9,0,9
56,9,0,9
57,9,0,9
58,9,0,9
59,9,0,9
60,9,0,9
61,9,0,9
62,9,0,9
63,9,0,9
64,9,0,9
65,9,0,9
66,9,0,9
67,8,0,8
68,8,0,8
69,8,0,8
70,8,0,8
71,8,0,8
72,8,0,8
73,8,0,8
74,8,0,8
75,8,0,8
76,8,0,8
77,8,0,8
78,8,0,8
79,7,0,7
80,7,0,7
81,7,0,7
82,7,0,7
83,7,0,7
84,6,0,6
85,5,0,5
86,5,0,5
87,5,0,5
88,5,0,5
89,5,0,5
90,5,0,5
91,5,0,5
92,5,0,5
93,5,0,5
94,5,0,5
95,5,0,5
96,5,0,5
97,5,0,5
98,5,0,5
99,5,0,5
100,6,0,6
101,6,0,6
102,6,0,6
103,6,0,6
104,6,0,6
105,6,0,6
106,6,0,6
107,6,0,6
108,6,0,6
109,5,0,5
110,5,0,5
111,5,0,5
112,5,0,5
113,5,0,5
114,5,0,5
115,5,0,5
116,5,0,5
117,5,0,5
118,5,0,5
119,5,0,5
120,6,0,6
121,6,0,6
122,6,0,6
123,6,0,6
124,6,0,6
125,6,0,6
126,6,0,6
127,6,0,6
128,6,0,6
129,6,0,6
130,6,0,6
131,4,0,4
132,4,0,4
133,4,0,4
134,4,0,4
135,4,0,4
136,5,0,5
137,4,0,4
138,4,0,4
139,4,0,4
140,4,0,4
141,4,0,4
142,5,0,5
143,5,0,5
144,5,0,5
145,5,0,5
146,5,0,5
147,5,0,5
148,5,0,5
149,5,0,5
150,5,0,5
151,5,0,5
152,5,0,5
153,5,0,5
154,5,0,5
155,5,0,5
156,5,0,5
157,5,0,5
158,5,0,5
159,5,0,5
160,5,0,5
161,6,0,6
162,6,0,6
163,6,0,6
164,6,0,6
165,6,0,6
166,6,0,6
167,6,0,6
168,6,0,6
169,6,0,6
170,6,0,6
171,6,0,6
172,6,0,6
173,6,0,6
174,6,0,6
175,6,0,6
176,6,0,6
177,6,0,6
178,6,0,6
179,6,0,6
180,6,0,6
181,6,0,6
182,5,0,5
183,5,0,5
184,5,0,5
185,5,0,5
186,5,0,5
187,5,0,5
188,5,0,5
189,5,0,5
190,4,0,4
191,3,0,3
192,3,0,3
193,3,0,3
194,3,0,3
195,3,0,3
196,3,0,3
197,3,0,3
198,3,0,3
199,3,0,3
200,3,0,3
201,3,0,3
202,3,0,3
203,3,0,3
204,3,0,3
205,3,0,3
206,3,0,3
207,3,0,3
208,3,0,3
209,3,0,3
210,3,0,3
211,3,0,3
212,3,0,3
213,3,0,3
214,3,0,3
215,3,0,3
216,3,0,3
217,3,0,3
218,3,0,3
219,3,0,3
220,3,0,3
221,3,0,3
222,3,0,3
223,3,0,3
224,3,0,3
225,3,0,3
226,3,0,3
227,3,0,3
228,3,0,3
229,3,0,3
230,3,0,3
231,3,0,3
232,3,0,3
