second,idle_count,walking_count,total_count
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,3,0,3
9,3,0,3
10,3,0,3
11,3,0,3
12,3,0,3
13,3,0,3
14,3,0,3
15,3,0,3
16,3,0,3
17,3,0,3
18,3,0,3
19,3,0,3
20,3,0,3
21,3,0,3
22,3,0,3
23,3,0,3
24,3,0,3
25,3,0,3
26,3,0,3
27,3,0,3
28,3,0,3
29,3,0,3
30,3,0,3
31,3,0,3
32,3,0,3
33,3,0,3
34,3,0,3
35,3,0,3
36,3,0,3
37,3,0,3
38,3,0,3
39,3,0,3
40,3,0,3
41,3,0,3
42,3,0,3
43,3,0,3
44,3,0,3
45,3,0,3
46,3,0,3
47,3,0,3
48,3,0,3
49,3,0,3
50,3,0,3
51,3,0,3
52,3,0,3
53,3,0,3
54,3,0,3
55,3,0,3
56,3,0,3
57,3,0,3
58,3,0,3
59,3,0,3
60,3,0,3
61,3,0,3
62,3,0,3
63,3,0,3
64,3,0,3
65,3,0,3
66,3,0,3
67,3,0,3
68,3,0,3
69,3,0,3
70,3,0,3
71,4,0,4
72,4,0,4
73,4,0,4
74,4,0,4
75,4,0,4
76,3,0,3
77,3,0,3
78,3,0,3
79,3,0,3
80,3,0,3
81,3,0,3
82,3,0,3
83,3,0,3
84,3,0,3
85,3,0,3
86,3,0,3
87,3,0,3
88,3,0,3
89,3,0,3
90,3,0,3
91,3,0,3
92,3,0,3
93,3,0,3
94,3,0,3
95,3,0,3
96,3,0,3
97,3,0,3
98,3,0,3
99,3,0,3
100,3,0,3
101,3,0,3
102,3,0,3
103,3,0,3
104,3,0,3
105,3,0,3
106,3,0,3
107,3,0,3
108,3,0,3
109,2,0,2
110,2,0,2
111,2,0,2
112,2,0,2
113,2,0,2
114,2,0,2
115,2,0,2
116,2,0,2
117,2,0,2
118,2,0,2
119,2,0,2
120,2,0,2
121,2,0,2
122,2,0,2
123,2,0,2
124,2,0,2
125,2,0,2
126,2,0,2
127,2,0,2
128,2,0,2
129,2,0,2
130,2,0,2
131,2,0,2
132,2,0,2
133,2,0,2
134,2,0,2
135,2,0,2
136,2,0,2
137,2,0,2
138,2,0,2
139,2,0,2
140,2,0,2
141,2,0,2
142,2,0,2
143,2,0,2
144,2,0,2
145,2,0,2
146,2,0,2
147,2,0,2
148,2,0,2
149,2,0,2
150,2,0,2
151,2,0,2
152,2,0,2
153,2,0,2
154,2,0,2
155,2,0,2
156,2,0,2
157,2,0,2
158,2,0,2
159,2,0,2
160,2,0,2
161,2,0,2
162,2,0,2
163,2,0,2
164,2,0,2
165,2,0,2
166,2,0,2
167,2,0,2
168,2,0,2
169,2,0,2
170,2,0,2
171,2,0,2
172,2,0,2
173,2,0,2
174,2,0,2
175,2,0,2
176,2,0,2
177,2,0,2
178,2,0,2
179,2,0,2
180,2,0,2
181,2,0,2
182,2,0,2
183,2,0,2
184,2,0,2
185,2,0,2
186,2,0,2
187,2,0,2
188,2,0,2
189,2,0,2
190,2,0,2
191,2,0,2
192,2,0,2
193,2,0,2
194,2,0,2
195,2,0,2
196,2,0,2
197,2,0,2
198,2,0,2
199,2,0,2
200,2,0,2
201,2,0,2
202,2,0,2
203,2,0,2
204,2,0,2
205,2,0,2
206,2,0,2
207,2,0,2
208,2,0,2
209,2,0,2
210,2,0,2
211,2,0,2
212,2,0,2
213,2,0,2
214,2,0,2
215,2,0,2
216,2,0,2
217,2,0,2
218,2,0,2
219,2,0,2
220,2,0,2
221,2,0,2
222,2,0,2
223,2,0,2
224,2,0,2
225,2,0,2
226,2,0,2
227,2,0,2
228,2,0,2
229,2,0,2
230,2,0,2
231,2,0,2
232,2,0,2
