second,idle_count,walking_count,total_count
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,3,0,3
9,3,0,3
10,3,0,3
11,3,0,3
12,3,0,3
13,3,0,3
14,3,0,3
15,3,0,3
16,3,0,3
17,3,0,3
18,3,0,3
19,3,0,3
20,3,0,3
21,3,0,3
22,3,0,3
23,3,0,3
24,3,0,3
25,3,0,3
26,3,0,3
27,3,0,3
28,3,0,3
29,3,0,3
30,3,0,3
31,3,0,3
32,3,0,3
33,3,0,3
34,3,0,3
35,3,0,3
36,3,0,3
37,3,0,3
38,3,0,3
39,3,0,3
40,3,0,3
41,3,0,3
42,3,0,3
43,3,0,3
44,3,0,3
45,3,0,3
46,3,0,3
47,3,0,3
48,3,0,3
49,3,0,3
50,3,0,3
51,3,0,3
52,3,0,3
53,3,0,3
54,3,0,3
55,3,0,3
56,3,0,3
57,3,0,3
58,3,0,3
59,3,0,3
60,3,0,3
61,3,0,3
62,3,0,3
63,3,0,3
64,3,0,3
65,3,0,3
66,3,0,3
67,3,0,3
68,3,0,3
69,3,0,3
70,3,0,3
71,3,0,3
72,3,0,3
73,3,0,3
74,3,0,3
75,3,0,3
76,3,0,3
77,3,0,3
78,3,0,3
79,3,0,3
80,3,0,3
81,3,0,3
82,3,0,3
83,3,0,3
84,3,0,3
85,3,0,3
86,3,0,3
87,3,0,3
88,3,0,3
89,3,0,3
90,3,0,3
91,3,0,3
92,3,0,3
93,3,0,3
94,3,0,3
95,3,0,3
96,3,0,3
97,3,0,3
98,3,0,3
99,3,0,3
100,3,0,3
101,3,0,3
102,3,0,3
103,3,0,3
104,3,0,3
105,3,0,3
106,3,0,3
107,3,0,3
108,3,0,3
109,3,0,3
110,3,0,3
111,3,0,3
112,3,0,3
113,3,0,3
114,3,0,3
115,3,0,3
116,3,0,3
117,3,0,3
118,3,0,3
119,3,0,3
120,3,0,3
121,3,0,3
122,3,0,3
123,3,0,3
124,3,0,3
125,3,0,3
126,3,0,3
127,3,0,3
128,3,0,3
129,3,0,3
130,3,0,3
131,3,0,3
132,3,0,3
133,3,0,3
134,3,0,3
135,3,0,3
136,3,0,3
137,3,0,3
138,3,0,3
139,3,0,3
140,3,0,3
141,3,0,3
142,3,0,3
143,2,0,2
144,2,0,2
145,2,0,2
146,2,0,2
147,2,0,2
148,2,0,2
149,2,0,2
150,2,0,2
151,2,0,2
152,2,0,2
153,2,0,2
154,1,0,1
155,1,0,1
156,1,0,1
157,1,0,1
158,1,0,1
159,1,0,1
160,1,0,1
161,1,0,1
162,1,0,1
163,1,0,1
164,1,0,1
165,1,0,1
166,1,0,1
167,1,0,1
168,1,0,1
169,1,0,1
170,1,0,1
171,1,0,1
172,1,0,1
173,1,0,1
174,1,0,1
175,1,0,1
176,1,0,1
177,1,0,1
178,1,0,1
179,1,0,1
180,1,0,1
181,1,0,1
182,1,0,1
183,2,0,2
184,2,0,2
185,2,0,2
186,2,0,2
187,2,0,2
188,2,0,2
189,2,0,2
190,2,0,2
191,2,0,2
192,2,0,2
193,2,0,2
194,2,0,2
195,2,0,2
196,2,0,2
197,2,0,2
198,2,0,2
199,2,0,2
200,2,0,2
201,3,0,3
202,3,0,3
203,3,0,3
204,3,0,3
205,3,0,3
206,3,0,3
207,3,0,3
208,3,0,3
209,3,0,3
210,3,0,3
211,3,0,3
212,3,0,3
213,4,0,4
214,4,0,4
215,4,0,4
216,4,0,4
217,4,0,4
218,4,0,4
219,4,0,4
220,4,0,4
221,4,0,4
222,4,0,4
223,4,0,4
224,4,0,4
225,4,0,4
226,4,0,4
227,4,0,4
228,4,0,4
229,4,0,4
230,4,0,4
231,4,0,4
232,4,0,4
