second,idle_count,walking_count,total_count
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,2,0,2
9,2,0,2
10,2,0,2
11,2,0,2
12,2,0,2
13,2,0,2
14,2,0,2
15,2,0,2
16,2,0,2
17,2,0,2
18,2,0,2
19,2,0,2
20,2,0,2
21,2,0,2
22,2,0,2
23,2,0,2
24,2,0,2
25,2,0,2
26,2,0,2
27,2,0,2
28,2,0,2
29,2,0,2
30,2,0,2
31,2,0,2
32,2,0,2
33,2,0,2
34,2,0,2
35,2,0,2
36,2,0,2
37,2,0,2
38,2,0,2
39,2,0,2
40,2,0,2
41,2,0,2
42,2,0,2
43,2,0,2
44,2,0,2
45,2,0,2
46,2,0,2
47,2,0,2
48,2,0,2
49,2,0,2
50,2,0,2
51,2,0,2
52,2,0,2
53,2,0,2
54,2,0,2
55,2,0,2
56,3,0,3
57,3,0,3
58,3,0,3
59,3,0,3
60,3,0,3
61,3,0,3
62,2,0,2
63,2,0,2
64,4,0,4
65,4,0,4
66,4,0,4
67,4,0,4
68,4,0,4
69,4,0,4
70,4,0,4
71,4,0,4
72,4,0,4
73,4,0,4
74,4,0,4
75,4,0,4
76,4,0,4
77,4,0,4
78,4,0,4
79,4,0,4
80,4,0,4
81,4,0,4
82,4,0,4
83,4,0,4
84,4,0,4
85,4,0,4
86,4,0,4
87,4,0,4
88,4,0,4
89,4,0,4
90,4,0,4
91,4,0,4
92,3,0,3
93,3,0,3
94,3,0,3
95,3,0,3
96,3,0,3
97,3,0,3
98,3,0,3
99,3,0,3
100,3,0,3
101,3,0,3
102,3,0,3
103,3,0,3
104,3,0,3
105,3,0,3
106,2,0,2
107,2,0,2
108,2,0,2
109,2,0,2
110,2,0,2
111,2,0,2
112,2,0,2
113,2,0,2
114,2,0,2
115,2,0,2
116,1,0,1
117,1,0,1
118,1,0,1
119,1,0,1
120,1,0,1
121,1,0,1
122,1,0,1
123,1,0,1
124,1,0,1
125,1,0,1
126,1,0,1
127,1,0,1
128,1,0,1
129,1,0,1
130,1,0,1
131,1,0,1
132,1,0,1
133,1,0,1
134,1,0,1
135,1,0,1
136,1,0,1
137,1,0,1
138,1,0,1
139,2,0,2
140,2,0,2
141,2,0,2
142,2,0,2
143,2,0,2
144,2,0,2
145,3,0,3
146,3,0,3
147,3,0,3
148,3,0,3
149,3,0,3
150,3,0,3
151,3,0,3
152,3,0,3
153,3,0,3
154,3,0,3
155,3,0,3
156,3,0,3
157,3,0,3
158,3,0,3
159,3,0,3
160,3,0,3
161,3,0,3
162,3,0,3
163,3,0,3
164,3,0,3
165,3,0,3
166,3,0,3
167,3,0,3
168,3,0,3
169,3,0,3
170,3,0,3
171,3,0,3
172,3,0,3
173,3,0,3
174,3,0,3
175,3,0,3
176,3,0,3
177,3,0,3
178,3,0,3
179,3,0,3
180,3,0,3
181,1,0,1
182,1,0,1
183,1,0,1
184,1,0,1
185,1,0,1
186,1,0,1
187,1,0,1
188,1,0,1
189,1,0,1
190,1,0,1
191,1,0,1
192,1,0,1
193,1,0,1
194,1,0,1
195,1,0,1
196,1,0,1
197,1,0,1
198,1,0,1
199,1,0,1
200,1,0,1
201,1,0,1
202,1,0,1
203,1,0,1
204,1,0,1
205,1,0,1
206,1,0,1
207,1,0,1
208,1,0,1
209,1,0,1
210,1,0,1
211,1,0,1
212,1,0,1
213,1,0,1
214,1,0,1
215,1,0,1
216,1,0,1
217,1,0,1
218,1,0,1
219,1,0,1
220,1,0,1
221,1,0,1
222,1,0,1
223,1,0,1
224,1,0,1
225,1,0,1
226,1,0,1
227,1,0,1
228,1,0,1
229,1,0,1
230,1,0,1
231,1,0,1
232,1,0,1
